Date,Tweets,clean_tweets,sentiment
6/16/2014,At #Money2020 @CiscoFSI @ACI_Worldwide @DBSBank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/rEp1ERX4Bd,At and discuss where will take us in -5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
6/17/2014,@InfosysEvents: Know how @PurposefulAI is blending human intelligence with #machinelearning to drive #innovation https://t.co/03SnRmSXgb\xc3\xa2\xe2\x82\xac\xc2\xa6,: Know how is blending human intelligence with to drive,0.5
6/18/2014,@ProcureConeu Infosys round table discussion on #Procurement Vision 2020 https://t.co/oRZkp2jAnV,Infosys round table discussion on Vision,0.4
6/19/2014,Excited to be paof a nEw dream @YESBANK Can't thank enough Infosys &amp; Its leader's for relentless focus on excell\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/qrw5xBj7q0,Excited to be paof a nEw dream Ca n't thank enough Infosys & amp ; Its leader 's for relentless focus on excell\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5852272727272727
6/20/2014,Infy if you have list of Resignations to be published on 24th Oct(Result Day publish now.. @Infosys @NandanNilekani @malinibhupta ...,Infy if you have list of Resignations to be published on th Oct ( Result Day publish now.. ...,0.5
6/23/2014,At #Money2020 @CiscoFSI @ACI Worldwide @DBS Bank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/iWLBAcM7RR,At Worldwide Bank and discuss where will take us in -5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
6/24/2014,"""The softest pillow is a clear conscience."" Narayana Murthy Infosys founder #leadership https://t.co/Q3uWJ7P6gb",`` The softest pillow is a clear conscience . '' Narayana Murthy Infosys founder,0.55
6/25/2014,Finacle: Abhijith_KD: Busy day at the Infosys Finacle Stand 51 at #Sibos 2017 #Toronto https://t.co/pAaOJAIYW8,Finacle : Abhijith_KD : Busy day at the Infosys Finacle Stand at,0.55
6/26/2014,At #Money2020 @CiscoFSI @ACI_Worldwide @DBSBank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/QR069hKZJP,At and discuss where will take us in -5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
6/27/2014,Finacle: Abhijith_KD: Busy day at the Infosys Finacle Stand 51 at #Sibos 2017 #Toronto https://t.co/s6VhbndGUM,Finacle : Abhijith_KD : Busy day at the Infosys Finacle Stand at,0.55
6/30/2014,Abhijith_KD: Busy day at the Infosys Finacle Stand 51 at #Sibos 2017 #Toronto https://t.co/1Ojer8d2Mx,Abhijith_KD : Busy day at the Infosys Finacle Stand at,0.55
1/7/2014,Finacle: Abhijith_KD: Busy day at the Infosys Finacle Stand 51 at #Sibos 2017 #Toronto https://t.co/EqnVieb7xz,Finacle : Abhijith_KD : Busy day at the Infosys Finacle Stand at,0.55
2/7/2014,@Pappusharma2911: @ZeeBusiness i have 250 shares of  infosys on 950 . What should the target for long term?,: i have shares of infosys on . What should the target for long term ?,0.475
3/7/2014,@ZeeBusiness i have 250 shares of  infosys on 950 . What should the target for long term?,i have shares of infosys on . What should the target for long term ?,0.475
7/7/2014,Abhijith_KD: Busy day at the Infosys Finacle Stand 51 at #Sibos 2017 #Toronto https://t.co/gRK7NJMDNY,Abhijith_KD : Busy day at the Infosys Finacle Stand at,0.55
8/7/2014,Finacle: Participate in our raffle &amp; stand a chance to win|\n\nInfosys Finacle at #Sibos booth J51\n\n#AI #blockhain #\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/LZx5Er52eA,Finacle : Participate in our raffle & amp ; stand a chance to win|\n\nInfosys Finacle at booth J51\n\n \xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
9/7/2014,@atulajith: Participate in our raffle &amp; stand a chance to win|\n\nInfosys Finacle at #Sibos booth J51\n\n#AI #block\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/hsrcKfjymA,: Participate in our raffle & amp ; stand a chance to win|\n\nInfosys Finacle at booth J51\n\n \xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
10/7/2014,@TheHackettGroup: Congrats to @AimiaInc &amp; @Infosys for yr 2017 Aecus #Automation Award winning project \xc3\xa2\xe2\x82\xac\xe2\x80\x9c IT Service Monitoring\xc3\xa2\xe2\x82\xac\xc2\xa6 https://\xc3\xa2\xe2\x82\xac\xc2\xa6,: Congrats to & amp ; for yr Aecus Award winning project \xc3\xa2\xe2\x82\xac\xe2\x80\x9c IT Service Monitoring\xc3\xa2\xe2\x82\xac\xc2\xa6,0.75
11/7/2014,Participate in our raffle &amp; stand a chance to win|\n\nInfosys Finacle at #Sibos booth J51\n\n#AI #blockhain #payments\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/6aLn1zYjbS,Participate in our raffle & amp ; stand a chance to win|\n\nInfosys Finacle at booth J51\n\n \xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
7/14/2014,Participate in our raffle &amp; stand a chance to win|\n\nInfosys Finacle at #Sibos booth J51\n\n#AI #blockhain #payments\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/a8IjJKL8Xa,Participate in our raffle & amp ; stand a chance to win|\n\nInfosys Finacle at booth J51\n\n \xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
7/15/2014,Participate in our raffle &amp; stand a chance to win|\n\n@Infosys @Finacle at #Sibos booth J51\n\n#AI #blockhain #payments\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/czDGMbp0d7,Participate in our raffle & amp ; stand a chance to win|\n\n at booth J51\n\n \xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
7/16/2014,Infosys Limited $INFY Receives Hold Rating from RobeW. Baird https://t.co/i4wjnNi3Pm,Infosys Limited $ INFY Receives Hold Rating from RobeW . Baird,0.4642857142857143
7/17/2014,@GST_Council #infosys #adhar is a bad planning by #infosys and now #GST in india,is a bad planning by and now in india,0.15000000000000008
7/18/2014,At #Money2020 @CiscoFSI @ACI_Worldwide @DBSBank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/jS7mhHLI77,At and discuss where will take us in -5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
7/21/2014,#FinancialBuzz: \nInfosys to Announce Second Quarter Results on October 24 2017 \nhttps://t.co/XerMuCF9ws #Stocks #market #TCOT,: \nInfosys to Announce Second Quarter Results on October \n,0.5
7/22/2014,@arc_advisory: Infosys to Acquire Digital Innovation and Customer Experience Studio Brilliant Basics @Infosys https://t.co/zFo2vB1jbx,: Infosys to Acquire Digital Innovation and Customer Experience Studio Brilliant Basics,0.725
7/23/2014,Vishal Sikka\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s exit: In life as in comedy timing is everything https://t.co/SFmM1bWjDe,Vishal Sikka\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s exit : In life as in comedy timing is everything,0.5
7/24/2014,Realigning Business Strategies: Vishal Sikka | #davos2017 (pls RT??? https://t.co/F85sEfkVjR #news #capitalview #environmen,Realigning Business Strategies : Vishal Sikka | ( pls RT ? ? ?,0.5
7/25/2014,@Infosys: A digital D2B concept on the lines of a B2C engagement model helps CPG orgs unleash biz opportunities. https://t.co/YsGghLQ7\xc3\xa2\xe2\x82\xac\xc2\xa6,: A digital D2B concept on the lines of a B2C engagement model helps CPG orgs unleash biz opportunities .,0.5
7/28/2014,@atulmodani: @Swamy39 \n\n1380 Crores to @Infosys for 5 years of #GSTN\nWas it really worth it ?\n\nhttps://t.co/JKFaYHt20C\n\nWho to blame for\xc3\xa2\xe2\x82\xac\xc2\xa6,: \n\n1380 Crores to for years of \nWas it really worth it ? \n\n to blame for\xc3\xa2\xe2\x82\xac\xc2\xa6,0.65
7/29/2014,@shinils: #Infosys gets a month to fix #GSTN glitches\nhttps://t.co/Tss0qBxAIS\n#GST #GSTNfailed #India #TaxReform #Business #Tech #News,: gets a month to fix glitches\n,0.5
7/30/2014,@MOHITJAIN16: @narendramodi 3B is an extra return which we r filling because GovtBureaucrats and Infosys were not ready then why should\xc3\xa2\xe2\x82\xac\xc2\xa6,: B is an extra return which we r filling because GovtBureaucrats and Infosys were not ready then why should\xc3\xa2\xe2\x82\xac\xc2\xa6,0.475
7/31/2014,@ATPWorldTour: .@RafaelNadal is the only Top 100 player who does this... @Infosys #ATP Beyond The Numbers explains: https://t.co/bR3gTl0\xc3\xa2\xe2\x82\xac\xc2\xa6,: . is the only Top player who does this ... Beyond The Numbers explains :,0.625
1/8/2014,At #Money2020 @CiscoFSI @ACI_Worldwide @DBSBank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/Xj2s1n7pV0,At and discuss where will take us in -5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
4/8/2014,@narendramodi Dear sir our criticism is not for GST it is for GST software development and implementation @askGSTech @Infosys @GST_Council,Dear sir our criticism is not for GST it is for GST software development and implementation,0.5
5/8/2014,@AxatP @narendramodi_in @askGST_GoI @GSTN_IT @Infosys \nFurnish can be used when you are appearing before quasi judicial authority.,\nFurnish can be used when you are appearing before quasi judicial authority .,0.5
6/8/2014,@ATPWorldTour @Infosys @RafaelNadal N.  nno   me.        N.  But.    Mt.  N.    I'm Nnnnn n,N. nno me . N. But . Mt . N. I 'm Nnnnn n,0.5
7/8/2014,@ATPWorldTour @RafaelNadal @Infosys His ritual before a serve??,His ritual before a serve ? ?,0.5
8/8/2014,@1964GANDHI @narendramodi_in @askGST_GoI Sir Actually @GSTN_IT goes behind word \xc3\xa2\xe2\x82\xac\xc5\x93Furnish\xc3\xa2\xe2\x82\xac\xef\x86\x9d because @Infosys is not Law Firm.,Sir Actually goes behind word \xc3\xa2\xe2\x82\xac\xc5\x93Furnish\xc3\xa2\xe2\x82\xac\xef\x86\x9d because is not Law Firm .,0.39999999999999997
11/8/2014,@InfosysCareers: We're at @IUBloomington today looking for great #tech talent to #joinus. #InfosysOnCampus #jobs https://t.co/tvN5Ly3Pe\xc3\xa2\xe2\x82\xac\xc2\xa6,: We 're at today looking for great talent to .,0.9
12/8/2014,@ATPWorldTour @RafaelNadal @Infosys Brilliant perseverance and mental strength portrayed. Love you Rafa!,Brilliant perseverance and mental strength portrayed . Love you Rafa !,0.7375
8/13/2014,@SHALAKHANDI @PMOIndia @askGST_GoI   firstly @Infosys do the same thing with MCA and now with GSTN no accountability fixed by @FinMinIndia,firstly do the same thing with MCA and now with GSTN no accountability fixed by,0.5583333333333333
8/14/2014,@SHALAKHANDI @PMOIndia @askGSTech it is old practice of @Infosys  firstly not to provide the proper system and aft\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/DUE1WiEHlb,it is old practice of firstly not to provide the proper system and aft\xc3\xa2\xe2\x82\xac\xc2\xa6,0.49583333333333335
8/15/2014,@InfyTM: #Infosys #Toastmasters #Bangalore promotional video #PR #Leaders #PublicSpeaking #WhereLeadersAreMade https://t.co/WAKijEAVkq v\xc3\xa2\xe2\x82\xac\xc2\xa6,: promotional video v\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
8/18/2014,@ATPWorldTour @RafaelNadal @Infosys stats are always interesting  and give good insights to character and game... r\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/r7NlhUczIr,stats are always interesting and give good insights to character and game ... r\xc3\xa2\xe2\x82\xac\xc2\xa6,0.6333333333333333
8/19/2014,@ATPWorldTour @RafaelNadal @Infosys It is good that Nadal comes back so well from that position but it is his lack\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/EQYemIa0UR,It is good that Nadal comes back so well from that position but it is his lack\xc3\xa2\xe2\x82\xac\xc2\xa6,0.675
8/20/2014,.RafaelNadal is the only Top 100 player who does this... Infosys #ATP Beyond The Numbers explains:\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/wVzB8CYt02,.RafaelNadal is the only Top player who does this ... Infosys Beyond The Numbers explainsxc3\xa2\xe2\x82\xac\xc2\xa6,0.625
8/21/2014,IT Employees are not tissue papers @Infosys @TCS @Accenture @IBM @Capgemini @Wipro @Oracle @Mindtree_Ltd @itcinfotech,IT Employees are not tissue papers,0.5
8/22/2014,@Infosys idk why the hell i followed you... *unfollows*,idk why the hell i followed you ... *unfollows*,0.5
8/25/2014,HfS Blueprint recognizes Infosys as a global SI with strong execution track record in application #TestingServices\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/c5k82BL1Vz,HfS Blueprint recognizes Infosys as a global SI with strong execution track record in application \xc3\xa2\xe2\x82\xac\xc2\xa6,0.6083333333333333
8/26/2014,Time's opportune 4India's IT-MNCs &lt;like Infosys etc&gt; 2get de 3rdWorld MNC label erasd 4good; and get recognised as\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/BtqixQ3ZVK,Time 's opportune India 's IT-MNCs & lt ; like Infosys etc & gt ; get de rdWorld MNC label erasd good ; and get recognised as\xc3\xa2\xe2\x82\xac\xc2\xa6,0.85
8/27/2014,@dennisgada: #Sibos2017 @Infosys #AI in #Banking is showing signs of significant interest and adoption https://t.co/krrETL8kOp,: in is showing signs of significant interest and adoption,0.6875
8/28/2014,This year TEDxThiruvananthapuram will take place on the 22nd of October at Infosys Campus Kazhakootam. https://t.co/0XH7LlK89H,This year TEDxThiruvananthapuram will take place on the nd of October at Infosys Campus Kazhakootam .,0.5
8/29/2014,Finacle: Winners of the raffle do collect your goodies at Infosys Finacle Stand J51 at #Sibos https://t.co/3dnhgfhou5,Finacle : Winners of the raffle do collect your goodies at Infosys Finacle Stand J51 at,0.5
2/9/2014,@Finacle: Winners of the raffle do collect your goodies at @Infosys @Finacle Stand J51 at #Sibos https://t.co/c3dtB2g7os,: Winners of the raffle do collect your goodies at Stand J51 at,0.5
3/9/2014,@Infosys: #LifeSciences &amp; #Healthcare industries remain early #AI adopters with ongoing and expanding use cases. Know more https://t.co/\xc3\xa2\xe2\x82\xac\xc2\xa6,: & amp ; industries remain early adopters with ongoing and expanding use cases . Know more,0.65
4/9/2014,Winners of the raffle do collect your goodies at Infosys Finacle Stand J51 at #Sibos https://t.co/rSX6VEe17a,Winners of the raffle do collect your goodies at Infosys Finacle Stand J51 at,0.5
5/9/2014,Finacle: Winners of the raffle do collect your goodies at Infosys Finacle Stand J51 at #Sibos https://t.co/Z0h3nR4KgP,Finacle : Winners of the raffle do collect your goodies at Infosys Finacle Stand J51 at,0.5
8/9/2014,Finacle: Winners of the raffle do collect your goodies at Infosys Finacle Stand J51 at #Sibos https://t.co/lmsHeMTesA,Finacle : Winners of the raffle do collect your goodies at Infosys Finacle Stand J51 at,0.5
9/9/2014,Finacle: Winners of the raffle do collect your goodies at Infosys Finacle Stand J51 at #Sibos https://t.co/X2r841LtnG,Finacle : Winners of the raffle do collect your goodies at Infosys Finacle Stand J51 at,0.5
10/9/2014,Winners of the raffle do collect your goodies at Infosys Finacle Stand J51 at #Sibos https://t.co/d3586Ug9mZ,Winners of the raffle do collect your goodies at Infosys Finacle Stand J51 at,0.5
11/9/2014,Finacle: Winners of the raffle do collect your goodies at Infosys Finacle Stand J51 at #Sibos https://t.co/hKAHNM9udi,Finacle : Winners of the raffle do collect your goodies at Infosys Finacle Stand J51 at,0.5
12/9/2014,Winners of the raffle do collect your goodies at @Infosys @Finacle Stand J51 at #Sibos https://t.co/c3dtB2g7os,Winners of the raffle do collect your goodies at Stand J51 at,0.5
9/15/2014,@Finacle: Experience @Finacle\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s platform agnostic #omnichannel liquidity management solution at @SIBOS| Ask for a demo at @Infosys #Sibo\xc3\xa2\xe2\x82\xac\xc2\xa6,: Experience \xc3\xa2\xe2\x82\xac\xe2\x84\xa2s platform agnostic liquidity management solution at | Ask for a demo at \xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
9/16/2014,@Abhijith_KD: Winners of the raffle don't forget to collect your gifts @Infosys @Finacle Stand J51 at #Sibos https://t.co/GopxtIrdW2,: Winners of the raffle do n't forget to collect your gifts Stand J51 at,0.5
9/17/2014,@Abhijith_KD: Leverage the power of #AI to elevate your #Bank productivity  efficiency and growth. Talk to us about @Infosys Nia @Purpo\xc3\xa2\xe2\x82\xac\xc2\xa6,: Leverage the power of to elevate your productivity efficiency and growth . Talk to us about Nia \xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
9/18/2014,@Infosys: Know how technology can enable network of teams to make the #workplace not just productive but also purposeful https://t.co/K\xc3\xa2\xe2\x82\xac\xc2\xa6,: Know how technology can enable network of teams to make the not just productive but also purposeful,0.5
9/19/2014,And this rag of a site @thewire_in is funded by ex Infosys founders and other \xc3\xa2\xe2\x82\xac\xcb\x9ceminent\xc3\xa2\xe2\x82\xac\xe2\x84\xa2 anti @narendramodi guys https://t.co/5fRbLywky4,And this rag of a site is funded by ex Infosys founders and other \xc3\xa2\xe2\x82\xac\xcb\x9ceminent\xc3\xa2\xe2\x82\xac\xe2\x84\xa2 anti guys,0.4375
9/22/2014,At #Money2020 @CiscoFSI @ACI_Worldwide @DBSBank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/jWoyp2oAiM,At and discuss where will take us in -5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
9/23/2014,$2.78 Billion in Sales Expected for Infosys Limited $INFY This Quarter https://t.co/sbU6opMxwm,$ 2.78 Billion in Sales Expected for Infosys Limited $ INFY This Quarter,0.45714285714285713
9/24/2014,$2.78 Billion in Sales Expected for Infosys Limited $INFY This Quarter https://t.co/T4Uww6L7hx,$ 2.78 Billion in Sales Expected for Infosys Limited $ INFY This Quarter,0.45714285714285713
9/25/2014,@CUBSucc: Check out the #CUBSresearch opportunities currently available #jobs #FoodBusiness #Infosys #Sustainability\n https://t.co/GDW1C\xc3\xa2\xe2\x82\xac\xc2\xa6,: Check out the opportunities currently available \n,0.7
9/26/2014,@anil_sarin: Vishal Sikka leaves. Sad day fr Infosys &amp; shame on old idiots who think they were &amp; can run it better. U didn't u can't Sh\xc3\xa2\xe2\x82\xac\xc2\xa6,: Vishal Sikka leaves . Sad day fr Infosys & amp ; shame on old idiots who think they were & amp ; can run it better . U did n't u ca n't Sh\xc3\xa2\xe2\x82\xac\xc2\xa6,0.4125
9/29/2014,Infosys Limited $INFY Given Consensus Rating of \xc3\xa2\xe2\x82\xac\xc5\x93Hold\xc3\xa2\xe2\x82\xac\xef\x86\x9d by Analysts https://t.co/cJqjtEJzKm #acn,Infosys Limited $ INFY Given Consensus Rating of \xc3\xa2\xe2\x82\xac\xc5\x93Hold\xc3\xa2\xe2\x82\xac\xef\x86\x9d by Analysts,0.4642857142857143
9/30/2014,Infosys Limited $INFY Given Consensus Rating of \xc3\xa2\xe2\x82\xac\xc5\x93Hold\xc3\xa2\xe2\x82\xac\xef\x86\x9d by Analysts https://t.co/hQeZTJKyjP,Infosys Limited $ INFY Given Consensus Rating of \xc3\xa2\xe2\x82\xac\xc5\x93Hold\xc3\xa2\xe2\x82\xac\xef\x86\x9d by Analysts,0.4642857142857143
1/10/2014,Infosys Limited $INFY Given Consensus Rating of \xc3\xa2\xe2\x82\xac\xc5\x93Hold\xc3\xa2\xe2\x82\xac\xef\x86\x9d by Analysts https://t.co/sg5de6MKgq,Infosys Limited $ INFY Given Consensus Rating of \xc3\xa2\xe2\x82\xac\xc5\x93Hold\xc3\xa2\xe2\x82\xac\xef\x86\x9d by Analysts,0.4642857142857143
2/10/2014,Abhijith_KD: Winners of the raffle don't forget to collect your gifts Infosys Finacle Stand J51 at #Sibos https://t.co/eR9zzhTfPz,Abhijith_KD : Winners of the raffle do n't forget to collect your gifts Infosys Finacle Stand J51 at,0.5
3/10/2014,Finacle: Abhijith_KD: Winners of the raffle don't forget to collect your gifts Infosys Finacle Stand J51 at #Si\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/GopxtIrdW2,Finacle : Abhijith_KD : Winners of the raffle do n't forget to collect your gifts Infosys Finacle Stand J51 at \xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
6/10/2014,Leverage the power of #AI to elevate your #Bank productivity  efficiency and growth. Talk to us about @Infosys Nia\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/Xjw3QiTIs1,Leverage the power of to elevate your productivity efficiency and growth . Talk to us about Nia\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
7/10/2014,Finacle: Abhijith_KD: Winners of the raffle don't forget to collect your gifts Infosys Finacle Stand J51 at #Si\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/lqdME5lz2e,Finacle : Abhijith_KD : Winners of the raffle do n't forget to collect your gifts Infosys Finacle Stand J51 at \xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
8/10/2014,Abhijith_KD: Winners of the raffle don't forget to collect your gifts Infosys Finacle Stand J51 at #Sibos https://t.co/yalJMeXrnP,Abhijith_KD : Winners of the raffle do n't forget to collect your gifts Infosys Finacle Stand J51 at,0.5
9/10/2014,Finacle: Abhijith_KD: Winners of the raffle don't forget to collect your gifts Infosys Finacle Stand J51 at #Si\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/09qLEgGMkr,Finacle : Abhijith_KD : Winners of the raffle do n't forget to collect your gifts Infosys Finacle Stand J51 at \xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
10/10/2014,Finacle: Abhijith_KD: Winners of the raffle don't forget to collect your gifts Infosys Finacle Stand J51 at #Si\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/kuzJfAZiS1,Finacle : Abhijith_KD : Winners of the raffle do n't forget to collect your gifts Infosys Finacle Stand J51 at \xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
10/13/2014,Finacle: Abhijith_KD: Winners of the raffle don't forget to collect your gifts Infosys Finacle Stand J51 at #Si\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/bnrsDg8pMl,Finacle : Abhijith_KD : Winners of the raffle do n't forget to collect your gifts Infosys Finacle Stand J51 at \xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
10/14/2014,Winners of the raffle don't forget to collect your gifts @Infosys @Finacle Stand J51 at #Sibos https://t.co/GopxtIrdW2,Winners of the raffle do n't forget to collect your gifts Stand J51 at,0.5
10/15/2014,@Infosys Like energy companies travel companies should contribute to a central pool and give passenger wider choice of travel options.,Like energy companies travel companies should contribute to a central pool and give passenger wider choice of travel options .,0.5
10/16/2014,"@Mr_ascetic: ""WE SHALL SEEK A new CEO now"" ~Infosys.",: `` WE SHALL SEEK A new CEO now '' ~Infosys .,0.5681818181818181
10/17/2014,$2.78 Billion in Sales Expected for Infosys Limited (INFY This Quarter https://t.co/PPU7JI8ji5,$ 2.78 Billion in Sales Expected for Infosys Limited ( INFY This Quarter,0.45714285714285713
10/20/2014,Infosys Limited Gets Average Rating of Hold from Analysts $INFY https://t.co/3DtWywNhUF,Infosys Limited Gets Average Rating of Hold from Analysts $ INFY,0.4446428571428571
10/21/2014,#Infosys is one of the top companies moving beyond compliance to create long-term impact through #CSR projects https://t.co/EkeqBKzLTy,is one of the top companies moving beyond compliance to create long-term impact through projects,0.75
10/22/2014,@Navin_Rammohan: Meet @Infosys experts at Sibos stand J51 https://t.co/AnW8CUszjI,: Meet experts at Sibos stand J51,0.5
10/23/2014,@realitycheckind Yep see the Infosys and IIIT Dharwad case. Curriculum/agenda/culture  dictated by corporates with\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/3PLTtiWgyK,Yep see the Infosys and IIIT Dharwad case . Curriculum/agenda/culture dictated by corporates with\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
10/24/2014,@TMG4U: Emerging customer benefits of #ami and #smartgrid addressed by @SMUD @SWGA @RedClayES @infosys https://t.co/E7fr5072wl,: Emerging customer benefits of and addressed by,0.5
10/27/2014,@Infosys: Infosys is one of the top companies moving beyond compliance to create long-term impact through #CSR projects https://t.co/WLw\xc3\xa2\xe2\x82\xac\xc2\xa6,: Infosys is one of the top companies moving beyond compliance to create long-term impact through projects,0.75
10/28/2014,NIFTY MOVERS: Bharti Airtel Infosys. M&amp;M SBI !!! https://t.co/jd4ORFdqlP,NIFTY MOVERS : Bharti Airtel Infosys . M & amp ; M SBI ! ! !,0.5
10/29/2014,@sing_journal: @xtahzy @brumbyOz @Wipro @WiproCareers our hero @TVMohandasPai successfully blocked m-people at infosys but these HR peop\xc3\xa2\xe2\x82\xac\xc2\xa6,: our hero successfully blocked m-people at infosys but these HR peop\xc3\xa2\xe2\x82\xac\xc2\xa6,0.875
10/30/2014,Sustainable Growth Advisers LP Has Boosted By $41.01 Million Its Infosys LTD $INFY Position ...,Sustainable Growth Advisers LP Has Boosted By $ 41.01 Million Its Infosys LTD $ INFY Position ...,0.5
10/31/2014,NIFTY movers: Reliance Bharti Airtel Infosys Yes Bank and L&amp;T,NIFTY movers : Reliance Bharti Airtel Infosys Yes Bank and L & amp ; T,0.5
3/11/2014,Infosys Hyderabad wishes a very Happy Diwali to the entire Vaani family!! #happydiwali #signlanguage #bestwishes https://t.co/CwUnMRl53z,Infosys Hyderabad wishes a very Happy Diwali to the entire Vaani family ! !,0.75
4/11/2014,@ca_rewri: @askGSTech #GSTNFAILED started its operation since Nov 2016  till after passing one year @Infosys can not provide the system\xc3\xa2\xe2\x82\xac\xc2\xa6,: started its operation since Nov till after passing one year can not provide the system\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
5/11/2014,At #Money2020 @CiscoFSI @ACI_Worldwide @DBSBank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/i1HGs67tak,At and discuss where will take us in -5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5
6/11/2014,@xtahzy @brumbyOz @Wipro @WiproCareers our hero @TVMohandasPai successfully blocked m-people at infosys but these H\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/GLGWJ6ppY4,our hero successfully blocked m-people at infosys but these H\xc3\xa2\xe2\x82\xac\xc2\xa6,0.875
7/11/2014,Another busy day for Trade Commissioner Arbinder Pal at #Sibos2017\n@Paytm site visit\n@Infosys &amp; other #Indian deleg\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/d0GUziKusn,Another busy day for Trade Commissioner Arbinder Pal at \n site visit\n & amp ; other deleg\xc3\xa2\xe2\x82\xac\xc2\xa6,0.49375
10/11/2014,Infosys is one of the top companies moving beyond compliance to create long-term impact through #CSR projects\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/RVyNfF0ZPh,Infosys is one of the top companies moving beyond compliance to create long-term impact through projects\xc3\xa2\xe2\x82\xac\xc2\xa6,0.75
11/11/2014,How will Infosys reboot. A behind-the-scenes account of the Vishal Sikka-Narayana Murthy showdown.,How will Infosys reboot . A behind-the-scenes account of the Vishal Sikka-Narayana Murthy showdown .,0.5
12/11/2014,@PankajPachauri  @Nidhi must also ask what is the role of @jayantsinha  for exit of vishal sikka from Infosys?,must also ask what is the role of for exit of vishal sikka from Infosys ?,0.5
11/13/2014,Infosys CEO Vishal Sikka resigns: A timeline of events that led to the move,Infosys CEO Vishal Sikka resigns : A timeline of events that led to the move,0.5
11/14/2014,Vishal Sikka Resigns as Infosys CEO says Attrition is far lower than other fi,Vishal Sikka Resigns as Infosys CEO says Attrition is far lower than other fi,0.49375
11/17/2014,@himanshumantri1: Demonetization of Vishal Sikka ?\n#Infosys #VishalSikka,: Demonetization of Vishal Sikka ? \n,0.5
